go_id	name	namespace	tax_id	taxon_name	rank	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	1301	Streptococcus	genus	21.233316166144792	23.925915273343037	20.95614386664256	22.69235836381127	21.728046891316072	24.220645358419745	20.848234057759306	24.35681803645883	3.0	5.0	5.0	5.0	4.0	5.0
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	29465	Veillonella	genus	21.103467479883058	22.68359187650283	21.24260633643751	23.509910115285646	21.710007483565843	21.839305296154098	19.692844508410335	22.10552196073656	2.0	2.0	2.0	2.0	1.0	1.0
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	117563	Granulicatella	genus	19.482245351638493	17.59916735832005	16.125997782520518	17.300133223088636	20.59921680922646	18.728254900492736	19.03499397514341	NA	1.0	1.0	1.0	1.0	1.0	NA
GO:0003824	catalytic activity	molecular_function	848	Fusobacterium	genus	24.727425869224483	21.51669738154102	25.013597944162804	NA	22.284418710275823	23.101659882262176	25.40251872925803	NA	2.0	NA	2.0	2.0	2.0	NA
GO:0003855	3-dehydroquinate dehydratase activity	molecular_function	1301	Streptococcus	genus	16.521908627092273	19.871834018079852	NA	18.775538288181334	18.106871127813427	20.704413846163064	NA	19.459519815532257	NA	1.0	1.0	1.0	NA	1.0
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular_function	1301	Streptococcus	genus	14.35772709995487	16.861771638050023	NA	NA	14.377247125381253	17.619520467314523	15.347867143914106	17.25040185328735	NA	NA	1.0	1.0	1.0	1.0
GO:0003883	CTP synthase activity	molecular_function	29465	Veillonella	genus	17.269844151343843	18.832704171986844	18.82178738201362	19.19132258743384	NA	15.568585300503273	13.389014169788593	19.523089245232594	1.0	1.0	NA	1.0	1.0	1.0
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	1301	Streptococcus	genus	18.34220736036912	20.61952412498808	17.82205703120531	20.531704923149892	17.945612416967872	21.288802658786906	18.967993790910633	19.526502378278057	1.0	1.0	1.0	1.0	1.0	1.0
GO:0003887	DNA-directed DNA polymerase activity	molecular_function	29465	Veillonella	genus	18.643136931429066	19.52583148949027	18.510506238399273	19.98289636547211	18.796746971556235	19.84400186313308	18.607326975127553	18.131820400627344	2.0	1.0	1.0	2.0	1.0	1.0
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	848	Fusobacterium	genus	21.323730985231325	18.443329777386246	21.64565523533268	NA	20.395351579761293	20.0282922781074	21.615988651582875	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	1301	Streptococcus	genus	20.05429848839854	21.891089913777712	18.63836790613385	19.830498930771892	20.427760165728415	22.52524388914715	20.465480187518395	22.164014692451865	2.0	2.0	2.0	3.0	3.0	3.0
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	29465	Veillonella	genus	21.109848882027528	23.126532001389204	20.669956798339403	23.258937236690485	21.62696241329513	21.789819890939313	20.84402064841481	23.719128687465304	5.0	5.0	6.0	6.0	6.0	5.0
GO:0003899	DNA-directed 5'-3' RNA polymerase activity	molecular_function	117563	Granulicatella	genus	13.538912464732409	15.098452016398856	NA	NA	13.57770138410005	15.734027686585756	14.519119777114451	15.630960956524083	NA	NA	1.0	1.0	1.0	1.0
GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular_function	1301	Streptococcus	genus	16.688089126919948	16.791760120068737	15.890153857613662	17.702964927143228	14.811082493920825	NA	17.794156147093137	16.954465975423417	1.0	1.0	1.0	NA	1.0	1.0
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function	29465	Veillonella	genus	18.599683692411606	18.974195255154324	NA	19.444134850416845	19.311653882582586	NA	19.04536850274704	19.665683435638826	NA	1.0	1.0	NA	1.0	1.0
GO:0003924	GTPase activity	molecular_function	538	Eikenella	genus	20.6023645857913	15.962773680288054	22.095058653016448	17.25112521395041	18.174653340418462	15.119848183191818	NA	NA	1.0	1.0	1.0	1.0	NA	NA
GO:0003924	GTPase activity	molecular_function	848	Fusobacterium	genus	22.987377214641175	19.629933009707464	23.44924578924443	NA	21.863985214206817	21.21489551042862	23.206049391528612	NA	3.0	NA	3.0	3.0	3.0	NA
GO:0003924	GTPase activity	molecular_function	1301	Streptococcus	genus	21.672555185279965	22.644371951319485	22.419616954411115	21.556516956279523	19.42459912064823	23.925771187841864	21.824552574872936	19.304932067585355	1.0	1.0	1.0	1.0	1.0	1.0
GO:0003924	GTPase activity	molecular_function	2093	Mycoplasma	genus	15.196933246895247	16.523941386545005	15.351858536659272	16.83326590514349	NA	16.272308187546866	16.11274937871817	16.405101010919722	1.0	1.0	NA	1.0	1.0	1.0
GO:0003924	GTPase activity	molecular_function	29465	Veillonella	genus	22.741254099172306	24.366459980175843	22.344727255778658	24.276711725024263	23.01212195997027	23.522596599295227	22.78918558206179	24.954462122238674	8.0	11.0	10.0	10.0	9.0	11.0
GO:0003924	GTPase activity	molecular_function	52972	Polaromonas	genus	23.051723024478814	24.788623282796507	19.871095526652795	21.31855497926345	24.526648062286164	23.837584365812177	19.8675358581728	26.04714152033054	1.0	1.0	1.0	1.0	1.0	1.0
GO:0003924	GTPase activity	molecular_function	117563	Granulicatella	genus	16.579897561560305	17.096753073954154	NA	NA	17.344255968465674	17.20167948135272	16.95994602904221	18.041282075266654	NA	NA	1.0	1.0	1.0	1.0
GO:0003954	NADH dehydrogenase activity	molecular_function	117563	Granulicatella	genus	20.341850141830033	18.845174114532824	NA	16.525180481665497	21.312273735091438	18.353720140960217	20.39924382161661	19.9075886050619	NA	1.0	2.0	2.0	2.0	2.0
GO:0003961	O-acetylhomoserine aminocarboxypropyltransferase activity	molecular_function	29465	Veillonella	genus	18.24148061494309	21.646637758305197	18.334823911797496	21.129916290933487	18.20525620727158	18.76932855252575	18.17951286187841	22.76096888416065	1.0	1.0	1.0	1.0	1.0	1.0
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	molecular_function	848	Fusobacterium	genus	18.129530215042262	15.34811915148459	17.28155086555165	NA	16.445430115959795	16.933081652205747	19.22257698525252	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0003978	UDP-glucose 4-epimerase activity	molecular_function	1301	Streptococcus	genus	14.666177491260306	19.68821967484768	NA	19.60072631436973	NA	18.826878778250506	16.251139991981464	20.281241331895366	NA	1.0	NA	1.0	1.0	1.0
GO:0003985	acetyl-CoA C-acetyltransferase activity	molecular_function	848	Fusobacterium	genus	22.596126911886554	18.242904036878798	23.56778258369753	NA	19.997365315938673	19.827866537599952	22.401551402864662	NA	2.0	NA	2.0	2.0	2.0	NA
GO:0003986	acetyl-CoA hydrolase activity	molecular_function	29465	Veillonella	genus	22.77159438609418	23.784603617818895	22.10983215990431	23.922631913085556	23.678222202961273	22.957232883394052	21.75194372097494	24.202571614180137	2.0	2.0	2.0	2.0	2.0	2.0
GO:0003989	acetyl-CoA carboxylase activity	molecular_function	29465	Veillonella	genus	21.86616976966389	22.165511044122496	22.933127923032547	22.971748743993732	20.479047194458794	19.154785052178596	20.93011975312361	22.33835767128302	1.0	1.0	1.0	1.0	1.0	1.0
GO:0003995	acyl-CoA dehydrogenase activity	molecular_function	836	Porphyromonas	genus	19.604617973372562	17.121346577899207	18.312097558963575	NA	18.420179477366947	18.70630907862036	20.710139866200855	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0003995	acyl-CoA dehydrogenase activity	molecular_function	848	Fusobacterium	genus	20.53825134847503	16.54139546956763	21.416275694060506	NA	15.548301506510379	18.126357970288787	20.715435350011393	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0004008	copper-exporting ATPase activity	molecular_function	29465	Veillonella	genus	17.001486924042066	19.156489502645254	16.607617158825164	17.791768629513232	18.164286429073936	17.482482895791723	NA	20.357062041449623	1.0	1.0	1.0	1.0	NA	1.0
GO:0004019	adenylosuccinate synthase activity	molecular_function	29465	Veillonella	genus	19.069183539819917	17.589232272313357	19.073956735144318	19.17419477303451	19.707467997386974	NA	17.885443361636025	NA	1.0	1.0	1.0	NA	1.0	NA
GO:0004022	alcohol dehydrogenase (NAD) activity	molecular_function	1301	Streptococcus	genus	14.41015988925153	17.90050424881302	NA	17.580299413729218	15.995122389972686	16.165575815950916	NA	18.825455385768084	NA	1.0	1.0	1.0	NA	1.0
GO:0004022	alcohol dehydrogenase (NAD) activity	molecular_function	117563	Granulicatella	genus	17.900369949394857	17.56892518019747	NA	NA	18.55072014600121	17.660393496110174	18.416839888851804	18.520920209389065	NA	NA	1.0	1.0	1.0	1.0
GO:0004040	amidase activity	molecular_function	1301	Streptococcus	genus	16.904906705854216	18.860979241757274	15.788005694696862	16.53618567129627	16.581083917453274	19.56509331220145	17.703966448738175	19.08903187585556	1.0	1.0	1.0	1.0	1.0	1.0
GO:0004049	anthranilate synthase activity	molecular_function	848	Fusobacterium	genus	19.72740338996313	16.620576828200242	19.983131050058972	NA	17.49976064828992	18.2055393289214	20.398746517462232	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0004053	arginase activity	molecular_function	848	Fusobacterium	genus	20.52689481938492	17.488755425983882	20.216810580154114	NA	19.327086454487134	19.073717926705037	21.340889168545637	NA	2.0	NA	2.0	2.0	2.0	NA
GO:0004055	argininosuccinate synthase activity	molecular_function	29465	Veillonella	genus	18.686084092133438	20.173582662591016	18.999243375149746	13.642979981705478	18.29151863402238	18.70043985165678	18.6815412325792	21.568089435706657	1.0	1.0	1.0	1.0	1.0	1.0
GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular_function	29465	Veillonella	genus	19.075317456092602	19.822603499174814	19.10426912120952	17.206048238320154	20.060620794699737	20.038519152719253	NA	20.56719740168701	1.0	1.0	1.0	1.0	NA	1.0
GO:0004085	butyryl-CoA dehydrogenase activity	molecular_function	836	Porphyromonas	genus	19.604617973372562	17.121346577899207	18.312097558963575	NA	18.420179477366947	18.70630907862036	20.710139866200855	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0004085	butyryl-CoA dehydrogenase activity	molecular_function	848	Fusobacterium	genus	20.53825134847503	16.54139546956763	21.416275694060506	NA	15.548301506510379	18.126357970288787	20.715435350011393	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0004124	cysteine synthase activity	molecular_function	29465	Veillonella	genus	18.262629670384047	19.40404231278123	18.1925999564257	20.443715574732163	19.296409709465717	19.321264736552333	NA	NA	1.0	1.0	1.0	1.0	NA	NA
GO:0004134	4-alpha-glucanotransferase activity	molecular_function	1301	Streptococcus	genus	17.307980465183896	20.440661961753253	NA	19.033139496841926	NA	21.09330318156108	18.892942965905053	20.512421791097783	NA	1.0	NA	1.0	1.0	1.0
GO:0004155	6,7-dihydropteridine reductase activity	molecular_function	848	Fusobacterium	genus	19.245101111527354	13.189980868597123	20.230326005369253	NA	16.152290431534386	14.77494336931828	19.09816475438922	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0004177	aminopeptidase activity	molecular_function	1301	Streptococcus	genus	17.47810365951702	21.707094450367553	NA	20.96620037803806	18.377979410741673	21.85533481165202	17.65964480003474	22.078279271009677	NA	1.0	2.0	2.0	1.0	2.0
GO:0004177	aminopeptidase activity	molecular_function	117563	Granulicatella	genus	19.031072840675595	19.10305260677211	NA	NA	19.826396951657788	20.11793966134002	19.369677282640787	19.0728095623373	NA	NA	1.0	1.0	1.0	1.0
GO:0004197	cysteine-type endopeptidase activity	molecular_function	117563	Granulicatella	genus	19.031072840675595	19.10305260677211	NA	NA	19.826396951657788	20.11793966134002	19.369677282640787	19.0728095623373	NA	NA	1.0	1.0	1.0	1.0
GO:0004222	metalloendopeptidase activity	molecular_function	1301	Streptococcus	genus	17.09742398309943	19.25779122275992	NA	17.845252033422298	15.236867281156874	19.937973522874476	18.54348431098725	19.28919747999274	NA	2.0	1.0	2.0	2.0	2.0
GO:0004252	serine-type endopeptidase activity	molecular_function	9822	Sus	genus	17.559809073540197	17.821582558977926	18.971149193566465	17.88944526015742	NA	18.3281835307563	16.004089354560918	16.908741857038127	1.0	1.0	NA	1.0	1.0	1.0
GO:0004300	enoyl-CoA hydratase activity	molecular_function	1301	Streptococcus	genus	16.00243542198063	17.707016915733938	NA	17.47445306496827	NA	18.455628296605262	17.587397922701783	16.61376638298185	NA	1.0	NA	1.0	1.0	1.0
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity	molecular_function	29465	Veillonella	genus	17.88677545940832	20.10733607661834	18.023127448075247	21.27063769361812	17.2558676561508	18.913395095928895	18.214586635953673	18.477829995517265	1.0	1.0	1.0	1.0	1.0	1.0
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	molecular_function	848	Fusobacterium	genus	21.307086761975302	17.843962773964986	22.172432544118728	NA	20.39232254782745	19.42892527468614	20.68069197203999	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	molecular_function	29465	Veillonella	genus	19.766408564644113	19.602169362595887	18.88543647005643	17.635979646121815	20.525512376513667	20.205863137808315	19.379109433793808	19.894326388411688	1.0	1.0	1.0	1.0	1.0	1.0
GO:0004329	formate-tetrahydrofolate ligase activity	molecular_function	848	Fusobacterium	genus	22.818925478943083	19.098428620853944	23.53688211169881	NA	22.646678766233293	20.683391121575102	21.722549182139133	NA	2.0	NA	2.0	2.0	2.0	NA
GO:0004332	fructose-bisphosphate aldolase activity	molecular_function	1301	Streptococcus	genus	22.302648992205683	25.186702131896816	23.32283459585192	25.516649378530815	20.379289445021474	25.128227552416785	21.804837534830728	24.833332392501113	2.0	2.0	2.0	2.0	2.0	2.0
