id	name	namespace	log2fc_WS_over_NS	corrected_p
GO:0044249	cellular biosynthetic process	biological_process	0.603053413420589	0.00192447208815589
GO:0045727	positive regulation of translation	biological_process	0.605862654781657	0.0337946694375303
GO:0031668	cellular response to extracellular stimulus	biological_process	0.608253296406598	0.00691085602609396
GO:0006167	AMP biosynthetic process	biological_process	0.609170651081087	0.00513492886604168
GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	0.609829368585181	0.010994483948432
GO:0008152	metabolic process	biological_process	0.610080775583825	0.00192447208815589
GO:0010468	regulation of gene expression	biological_process	0.611667957876865	0.000648372570666835
GO:0051234	establishment of localization	biological_process	0.612887772624287	0.000549814523926751
GO:0098796	membrane protein complex	cellular_component	0.613732501822973	0.000823616858462386
GO:0006434	seryl-tRNA aminoacylation	biological_process	0.614606671371931	0.0193703825122098
GO:0031325	positive regulation of cellular metabolic process	biological_process	0.626051082211937	0.0258776866229412
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	0.628530714711548	0.0193703825122098
GO:0044281	small molecule metabolic process	biological_process	0.629181253544068	0.00192447208815589
GO:0006810	transport	biological_process	0.62954365100029	0.000549814523926751
GO:0008150	biological_process	biological_process	0.630884099533901	0.00192447208815589
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	molecular_function	0.634106641667373	0.0193703825122098
GO:0050789	regulation of biological process	biological_process	0.636781350491347	0.000509964303303526
GO:0080090	regulation of primary metabolic process	biological_process	0.640940588190727	0.000509964303303526
GO:0044238	primary metabolic process	biological_process	0.64215176320657	0.00139905212247735
GO:0022613	ribonucleoprotein complex biogenesis	biological_process	0.643248724805972	0.00316335177973848
GO:0016757	transferase activity, transferring glycosyl groups	molecular_function	0.646453105893176	0.0044246754350769
GO:0006241	CTP biosynthetic process	biological_process	0.649314679996859	0.00691085602609396
GO:0043022	ribosome binding	molecular_function	0.651416773329089	0.0222917713223281
GO:0050794	regulation of cellular process	biological_process	0.651764634100424	0.000549814523926751
GO:0019222	regulation of metabolic process	biological_process	0.652244817237662	0.000509964303303526
GO:0031323	regulation of cellular metabolic process	biological_process	0.652268335639846	0.000509964303303526
GO:0072522	purine-containing compound biosynthetic process	biological_process	0.652853585802252	0.000994107434538868
GO:0043021	ribonucleoprotein complex binding	molecular_function	0.654518926759096	0.0169073840300135
GO:0072521	purine-containing compound metabolic process	biological_process	0.656339780659629	0.000823616858462386
GO:0034641	cellular nitrogen compound metabolic process	biological_process	0.658137672627959	0.00164570167486831
GO:0060255	regulation of macromolecule metabolic process	biological_process	0.659710866298809	0.000549814523926751
GO:0006235	dTTP biosynthetic process	biological_process	0.660593500853402	0.0490180531003602
GO:0000027	ribosomal large subunit assembly	biological_process	0.661281286222909	0.00691085602609396
GO:0032774	RNA biosynthetic process	biological_process	0.661424697194828	0.00164570167486831
GO:0006438	valyl-tRNA aminoacylation	biological_process	0.672458005392357	0.00793157185129575
GO:0009432	SOS response	biological_process	0.678466065849964	0.00691085602609396
GO:0048518	positive regulation of biological process	biological_process	0.67865394859804	0.0193703825122098
GO:0009123	nucleoside monophosphate metabolic process	biological_process	0.680589358851542	0.00116552120905074
GO:0016842	amidine-lyase activity	molecular_function	0.680678417449474	0.0126928119751561
GO:0044237	cellular metabolic process	biological_process	0.682117861775694	0.00116552120905074
GO:0008237	metallopeptidase activity	molecular_function	0.682270490139288	0.0037265988146589
GO:0009987	cellular process	biological_process	0.682508680064714	0.00116552120905074
GO:0009124	nucleoside monophosphate biosynthetic process	biological_process	0.68536358708781	0.000823616858462386
GO:0044877	protein-containing complex binding	molecular_function	0.687819484076432	0.010994483948432
GO:0090304	nucleic acid metabolic process	biological_process	0.688960412017988	0.000615989094755088
GO:0006431	methionyl-tRNA aminoacylation	biological_process	0.696515773922069	0.0169073840300135
GO:0065003	protein-containing complex assembly	biological_process	0.696887683997797	0.0044246754350769
GO:0009161	ribonucleoside monophosphate metabolic process	biological_process	0.704587951162271	0.000823616858462386
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular_function	0.706036932285443	0.0126928119751561
GO:0016070	RNA metabolic process	biological_process	0.706790254804254	0.000615989094755088
GO:2000112	regulation of cellular macromolecule biosynthetic process	biological_process	0.710310446211597	0.000549814523926751
GO:0034660	ncRNA metabolic process	biological_process	0.711043121904122	0.00164570167486831
GO:1902494	catalytic complex	cellular_component	0.712423936560597	0.00316335177973848
GO:0009893	positive regulation of metabolic process	biological_process	0.712771257673715	0.0126928119751561
GO:0043094	cellular metabolic compound salvage	biological_process	0.713119769907923	0.000648372570666835
GO:0009156	ribonucleoside monophosphate biosynthetic process	biological_process	0.715854008704213	0.000700695943222678
GO:0006812	cation transport	biological_process	0.716011644045278	0.00164570167486831
GO:0015672	monovalent inorganic cation transport	biological_process	0.721442491425279	0.00164570167486831
GO:1901269	lipooligosaccharide metabolic process	biological_process	0.729919452378951	0.0430929685104523
