id	name	namespace	NS_mean	WS_mean	X730NS	X730WS	X733NS	X733WS	X734NS	X734WS	X737NS	X737WS	X760NS	X760WS	X769NS	X769WS	X781NS	X781WS	X795NS	X795WS	X852NS	X852WS	X861NS	X861WS	X866NS	X866WS	X867NS	X867WS	X730NS_n_peptide	X730WS_n_peptide	X733NS_n_peptide	X733WS_n_peptide	X734NS_n_peptide	X734WS_n_peptide	X737NS_n_peptide	X737WS_n_peptide	X760NS_n_peptide	X760WS_n_peptide	X769NS_n_peptide	X769WS_n_peptide	X781NS_n_peptide	X781WS_n_peptide	X795NS_n_peptide	X795WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X861NS_n_peptide	X861WS_n_peptide	X866NS_n_peptide	X866WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X730NS_n_samp_children	X730WS_n_samp_children	X733NS_n_samp_children	X733WS_n_samp_children	X734NS_n_samp_children	X734WS_n_samp_children	X737NS_n_samp_children	X737WS_n_samp_children	X760NS_n_samp_children	X760WS_n_samp_children	X769NS_n_samp_children	X769WS_n_samp_children	X781NS_n_samp_children	X781WS_n_samp_children	X795NS_n_samp_children	X795WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X861NS_n_samp_children	X861WS_n_samp_children	X866NS_n_samp_children	X866WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children
GO:0008792	arginine decarboxylase activity	molecular_function	20.0881394336544	20.18663160880657	NA	NA	12.05297372194259	17.887974331184477	NA	NA	NA	NA	17.280130592345675	NA	NA	NA	NA	NA	NA	NA	21.60081911528278	21.032019545444413	NA	NA	NA	NA	NA	NA	NA	NA	1.0	2.0	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	10.0	10.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008793	aromatic-amino-acid:2-oxoglutarate aminotransferase activity	molecular_function	20.671042109124308	20.190973960269375	13.035169004745628	17.734272195771094	19.978451854300545	20.453659417777025	20.663955607155717	15.376351987031402	22.230742592869294	17.33162817587699	21.531886246775183	20.308335939617336	19.851800169301644	19.23912286345656	20.871607924052554	21.753451700729823	16.10402696008517	20.246315403490378	21.26770112174449	18.397782584883565	18.66828738654248	18.855178465242915	20.140340829966245	22.15503976526525	21.161688854735512	18.269888634128993	1.0	1.0	3.0	3.0	4.0	1.0	6.0	2.0	8.0	5.0	6.0	4.0	5.0	4.0	2.0	4.0	10.0	10.0	1.0	2.0	9.0	7.0	6.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0008794	arsenate reductase (glutaredoxin) activity	molecular_function	22.368239317347268	22.721476315361134	22.172822905864656	22.458625299275134	22.085669985928398	20.976164945416865	21.389391909391946	22.576236522541276	22.282260530547337	23.712982753861787	24.221501016597365	22.663172260025814	22.24931958960606	23.11617335218389	21.40860824492028	22.200773177400176	21.28960024120797	22.075200036170642	21.809403160959523	22.641738015892795	21.504598368202394	22.333255048869407	22.221838363036817	22.90520147576629	22.632963785287178	23.32428515184212	13.0	9.0	9.0	10.0	15.0	14.0	18.0	21.0	18.0	18.0	19.0	19.0	13.0	13.0	10.0	14.0	15.0	14.0	15.0	14.0	12.0	13.0	21.0	22.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008795	NAD+ synthase activity	molecular_function	22.33305297319371	22.78272357883751	20.978881213470483	22.152558160501016	22.13089169085052	22.371975804190495	22.522284142025562	23.622975252710564	21.466539224019918	22.577108028202055	23.610589456623398	22.83707251192005	23.70262413917884	23.539700657707947	22.070063354151188	22.30481588680396	20.221137426513756	21.342140540440557	22.18267999342433	22.38823037131742	20.817947594213226	22.37509496609178	18.143999115089958	23.932975025295562	23.07494838147055	21.443438812089873	6.0	6.0	6.0	7.0	8.0	13.0	10.0	9.0	13.0	8.0	13.0	11.0	11.0	9.0	7.0	9.0	13.0	14.0	7.0	9.0	6.0	9.0	10.0	8.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008796	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	22.0777434054452	22.20827352512517	22.834245533452787	23.124494715737875	21.531394534559258	20.63705068996515	22.19098544232176	20.600903357941384	22.932018120619166	21.282310536752234	21.72109517833804	21.537841865874817	21.4631086494683	22.65267340949488	23.159915008939954	22.42919497463851	20.066934133609227	22.634743291972807	21.73706722692803	22.198380794999476	20.817362796993358	20.00605565946404	21.75381563543939	21.89862582836858	21.97448817034403	23.474905517346524	8.0	8.0	9.0	10.0	8.0	4.0	9.0	6.0	10.0	10.0	7.0	5.0	9.0	8.0	4.0	8.0	8.0	8.0	8.0	7.0	7.0	7.0	8.0	7.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0008797	aspartate ammonia-lyase activity	molecular_function	27.256088927533767	24.756778645643962	25.00312925409063	15.341081604744524	NA	NA	26.444312486234104	23.915449683687935	26.480057881061757	25.56362445863108	27.20586394043598	26.194681939300885	27.250822731193757	21.322957380454156	26.073979136451	22.851424623851216	25.56575976715306	23.785783803673432	28.9828632546235	25.348354230624352	27.785485887691618	22.975692170190477	27.416268701715556	22.017470322905147	27.330908285969276	26.41875670773734	21.0	3.0	NA	NA	24.0	20.0	40.0	38.0	32.0	32.0	34.0	20.0	45.0	29.0	22.0	17.0	34.0	34.0	44.0	30.0	36.0	29.0	33.0	34.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008798	beta-aspartyl-peptidase activity	molecular_function	13.804910959036363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.804910959036363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008800	beta-lactamase activity	molecular_function	22.420079106869363	21.54359283887313	19.410222230486568	17.63571823090126	20.192555133927456	24.435764329705133	22.518192779684775	18.542376109922603	19.6582474068009	17.406549830066137	22.75185732857045	21.056168373143848	22.299627941002115	21.597539639420063	23.79561366801468	21.442667960094784	21.218661076476995	17.804242885747932	22.839044629230695	19.63055062489792	23.749868942866858	17.72467627780218	21.324087456091583	20.55260144448865	22.296835790056615	21.08866312186271	4.0	1.0	15.0	28.0	10.0	5.0	6.0	3.0	13.0	12.0	15.0	10.0	20.0	16.0	9.0	3.0	14.0	14.0	15.0	7.0	7.0	5.0	12.0	9.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008801	beta-phosphoglucomutase activity	molecular_function	17.906262958807837	18.68743247174635	NA	19.115591350513473	NA	NA	NA	NA	NA	NA	11.776406170614669	16.35557933154115	NA	NA	18.89592514161045	19.471136708721154	NA	18.872942521111042	NA	NA	NA	NA	NA	17.94345626193484	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	1.0	2.0	NA	NA	5.0	5.0	NA	3.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008802	betaine-aldehyde dehydrogenase activity	molecular_function	20.790769048365213	20.654912282918875	16.310644471946024	22.034227431658486	23.72606029923149	21.890903502842978	NA	NA	15.548437619762012	18.538010569848215	17.89035078921245	14.04260158402176	18.86508292244075	20.119065825573667	16.067096672565317	NA	NA	NA	16.36959513574883	19.81900654042949	21.227826642768484	19.126250714817388	19.355573740560523	16.412886512426862	17.0414379801921	21.761211374833184	1.0	2.0	15.0	13.0	NA	NA	1.0	1.0	1.0	1.0	3.0	2.0	1.0	NA	NA	NA	1.0	1.0	6.0	5.0	4.0	4.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008803	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	molecular_function	18.568944631098837	16.251686122344278	NA	NA	NA	NA	17.880716586695222	NA	NA	NA	18.391400330703927	16.24568081315875	17.962251512241984	16.54370637577401	NA	NA	16.664865431793107	NA	NA	NA	20.251714497865862	16.508227521643875	17.969190033159894	14.913985824417399	18.056404081752454	16.502087595355796	NA	NA	NA	NA	1.0	NA	NA	NA	2.0	1.0	2.0	1.0	NA	NA	1.0	NA	NA	NA	3.0	1.0	1.0	1.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008804	carbamate kinase activity	molecular_function	26.247440110070976	25.112121252309414	27.346209651878908	24.700338954437626	26.954317499862192	24.77175099669075	25.013273223264864	25.215236468607834	25.793194615872444	24.936103474305398	26.23527788796473	26.41675676162815	26.584220327107	25.606762816516802	26.832076313553955	25.177521753342482	24.455022096111332	24.062172621416597	25.965276630524983	24.853337418213243	26.39365798409104	25.525565506728867	25.626615532880628	22.155365991045073	25.09166283768625	24.779754016909404	44.0	24.0	37.0	31.0	31.0	44.0	57.0	43.0	46.0	37.0	30.0	26.0	64.0	44.0	37.0	32.0	36.0	29.0	31.0	34.0	33.0	15.0	28.0	27.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008808	cardiolipin synthase activity	molecular_function	18.92745951392913	19.007060562622666	13.168463006656536	15.842605387371677	17.36675817934611	19.988237917844234	NA	17.34852276636084	19.30687231951382	NA	19.009966435795803	19.4775343811506	20.162080066560307	19.67915308137117	17.675549152345894	18.288997899148967	19.352628662883813	19.91428338841894	16.56631464001385	19.03685804999606	NA	NA	NA	NA	19.907430952702242	15.880106211858749	1.0	1.0	3.0	5.0	NA	1.0	1.0	NA	2.0	2.0	7.0	8.0	3.0	3.0	2.0	9.0	1.0	1.0	NA	NA	NA	NA	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008809	carnitine racemase activity	molecular_function	18.067436182095502	15.93475014878478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.067436182095502	15.93475014878478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008810	cellulase activity	molecular_function	20.32084021750846	17.726473488639368	19.325950826611326	NA	19.583678350906197	18.250687004328576	20.15847755946616	15.00952764296944	21.627356549531008	NA	20.400622575398693	17.04629996108188	18.95738881119161	NA	NA	NA	19.974938777260327	NA	14.329522859645655	16.95343680833123	NA	NA	21.023715708780543	18.56475424654039	21.04812446985177	18.224787432960536	1.0	NA	4.0	4.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	NA	NA	NA	1.0	NA	1.0	1.0	NA	NA	4.0	1.0	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008812	choline dehydrogenase activity	molecular_function	22.557970806132257	22.35065390955038	16.310644471946024	22.034227431658486	17.030400774891437	14.082534056475886	20.040248138378516	20.83788904425072	15.548437619762012	18.538010569848215	NA	NA	16.42742878402761	20.07791449961287	NA	NA	NA	NA	19.137102107407554	19.87344432489843	NA	NA	20.26317837295025	21.38052433815584	25.459337027465317	24.905268609428735	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0	NA	NA	NA	NA	2.0	2.0	NA	NA	1.0	1.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008813	chorismate lyase activity	molecular_function	17.195135538276496	19.316591003819752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.195135538276496	19.316591003819752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008814	citrate CoA-transferase activity	molecular_function	25.191710642254023	21.528787832362536	21.86846500623683	19.243724078193896	24.245913186465824	19.033919508775785	25.108814382900007	20.661417685085834	25.637089778954824	22.614194778639412	26.095660036044745	21.864227374838908	25.46921800174414	21.220961130133343	25.22057424990592	20.109288877406627	25.74555690974375	20.94714170787693	24.104855294191022	23.406395270141573	21.30028161744445	19.755568706143407	24.992966510646255	21.65263992544102	26.25807804880104	21.16809077556248	10.0	5.0	20.0	14.0	25.0	10.0	33.0	15.0	30.0	16.0	30.0	13.0	26.0	11.0	23.0	11.0	28.0	28.0	8.0	7.0	37.0	23.0	24.0	9.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008815	citrate (pro-3S)-lyase activity	molecular_function	25.879359094665308	22.66849575406675	22.748531276820177	19.788113585101048	25.585967415966493	20.382417252673147	25.714317904095896	21.42863071702298	26.42146293091081	23.048398228705302	26.63677243056101	23.87506570705182	26.307412855537834	22.51294631714603	25.770262757847934	21.490543238483088	26.48092460618058	22.020213908205488	24.563452495134086	24.0086214374404	22.46564227709753	21.548528468243866	25.410060625566793	22.97990539680375	26.8963031259182	23.170364998123986	16.0	9.0	35.0	24.0	38.0	21.0	56.0	29.0	52.0	32.0	52.0	28.0	43.0	23.0	43.0	29.0	42.0	41.0	18.0	16.0	59.0	41.0	42.0	25.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008816	citryl-CoA lyase activity	molecular_function	24.619143155182268	20.826597454409228	21.643970821175873	18.118412700469943	25.019958681483775	19.66289674680058	24.660160162747278	15.386562149016425	25.192447505224557	18.395150127530847	25.433371209629478	22.513384647719732	24.87987246070775	20.778929904817392	24.139905954594372	20.70074700234799	25.18776061989714	18.11096453335264	22.80408124769658	22.568892782394954	20.051036864806623	17.735910246697255	23.26990317473177	19.920568097338876	25.730216476807204	21.78258238662813	6.0	4.0	17.0	10.0	8.0	3.0	16.0	6.0	14.0	6.0	12.0	5.0	16.0	10.0	8.0	3.0	9.0	9.0	4.0	3.0	13.0	7.0	12.0	8.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008817	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	molecular_function	26.193941935740224	24.711778906004124	24.418215882415545	21.92649181695833	13.433073706709896	18.657930070540868	28.26991069260347	24.75671411081194	26.798841426643996	25.96195947893375	25.186358200318924	25.203712860500833	25.126354894681565	24.06389060319317	24.8023635325075	24.598319123912074	25.898371591515232	23.780975335501314	26.047332700298174	26.40633954226944	25.385551958810172	23.256612461568352	26.231660411358995	22.221013714094436	26.57177607690097	24.92173670865715	12.0	5.0	1.0	2.0	29.0	35.0	34.0	31.0	30.0	22.0	27.0	17.0	26.0	24.0	33.0	25.0	26.0	22.0	23.0	22.0	24.0	10.0	35.0	27.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008818	cobalamin 5'-phosphate synthase activity	molecular_function	16.99935071459753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.543078411656477	NA	14.433680172254089	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.4570557949838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008821	crossover junction endodeoxyribonuclease activity	molecular_function	17.683750750635607	19.948810984233635	17.17888515136555	19.675802343143864	15.9694448460815	18.59600319939969	16.206166718585294	19.528542052153956	12.985358791097878	19.932476925850523	13.159313772095299	20.832728829405227	17.94451697382185	20.00141218575866	17.70739799658907	19.652300366714094	16.09886045116239	18.634214722154535	16.503103351584315	18.9790650481063	19.212150750992294	18.564520620181682	19.899002437035627	21.8885780282143	12.719747448268997	17.737716142521307	1.0	2.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	3.0	2.0	4.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	6.0	5.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008824	cyanate hydratase activity	molecular_function	16.600475755533505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.600475755533505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008825	cyclopropane-fatty-acyl-phospholipid synthase activity	molecular_function	19.289140928454227	20.051046745965408	22.164633510605498	19.910993999760052	NA	NA	14.040626538282938	18.828976699789465	13.50597759521737	19.675679367875055	11.495040482738418	15.868033028670398	15.886857973360938	19.35470064302011	15.07071708493101	20.372307907274823	NA	19.58763606033585	17.944234618413347	18.55029923327423	NA	NA	NA	NA	15.463148346812803	22.011813666377964	1.0	1.0	NA	NA	1.0	3.0	1.0	4.0	1.0	2.0	2.0	3.0	3.0	5.0	NA	3.0	3.0	3.0	NA	NA	NA	NA	3.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008829	dCTP deaminase activity	molecular_function	21.264393825747586	17.02453406520568	14.571129307668608	NA	NA	NA	17.166990845129263	NA	18.187680364817652	16.105819352206872	20.333321761829144	18.00526092366921	20.306160180848313	NA	16.223015237248802	14.36377830774233	15.630651354806972	NA	20.893899646764044	16.260305819837207	23.899762273810687	15.772259317163691	19.873800393060577	16.34741291075476	22.500405638457238	18.460406768411932	1.0	NA	NA	NA	1.0	NA	1.0	1.0	3.0	3.0	3.0	NA	1.0	1.0	1.0	NA	4.0	2.0	3.0	1.0	3.0	2.0	4.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	molecular_function	23.190643149433303	24.40119854983378	24.44365300942155	24.099510158397475	24.174021455474445	24.52757683287586	21.869946869699653	24.465080359638854	22.277965389361455	24.042367948707536	23.670755677441782	24.058975246370995	23.112000057237655	23.97752368823124	22.916755226614846	24.97153739122982	22.266752883619557	25.06399378443922	22.701460823198314	24.794828706598427	23.719742294204025	24.48191636004418	20.6057444140557	23.75386483716304	22.65507008799033	23.801761433913455	12.0	16.0	19.0	21.0	14.0	19.0	10.0	15.0	21.0	20.0	12.0	11.0	18.0	18.0	13.0	27.0	12.0	15.0	15.0	16.0	13.0	18.0	12.0	15.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008831	dTDP-4-dehydrorhamnose reductase activity	molecular_function	23.780216980516474	24.496586097816877	25.139191957980568	23.88514434359159	24.372989460764384	25.022628689920374	23.365953049156207	24.3003154415847	23.466425462379167	23.876512660660822	23.573731514288173	24.584015235870854	23.58914246124527	22.69529227465389	24.346112589675236	25.302047744056658	23.073727252451572	24.371050288645183	22.146137802043608	24.822282867800418	23.375726508600895	24.983937564495765	23.127009596711666	24.86297253935122	23.498556306831105	23.258800691417438	22.0	24.0	20.0	23.0	26.0	26.0	28.0	21.0	31.0	23.0	17.0	12.0	35.0	22.0	21.0	24.0	26.0	28.0	26.0	26.0	27.0	26.0	23.0	21.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008832	dGTPase activity	molecular_function	17.99611441405528	20.536262390186014	18.648324958908137	21.203463334969303	19.466459958312356	19.927882068961896	14.522264461570481	20.35160105739542	16.06524872353014	20.303493288955526	16.541068319155766	19.94152579277167	19.743486966034368	20.84992462327774	16.47280687710435	19.415859582780016	15.212051322038294	16.643510893665294	17.847116100900028	21.997296114708238	18.088147224357957	20.455097989665454	14.42647675318795	19.911255081197012	18.049944604757663	20.85373284306797	8.0	10.0	7.0	9.0	2.0	7.0	4.0	5.0	4.0	5.0	6.0	8.0	4.0	4.0	1.0	1.0	10.0	13.0	7.0	7.0	3.0	5.0	6.0	8.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008833	deoxyribonuclease IV (phage-T4-induced) activity	molecular_function	16.318185797431088	14.935619119623603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.241585033397282	NA	NA	16.148256153747155	16.343507183496534	16.47019260465868	12.554683488954918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008834	di-trans,poly-cis-decaprenylcistransferase activity	molecular_function	17.77109506456618	18.360223792703433	15.167525671845077	17.091671345263123	NA	NA	20.104603912342956	20.08096731905145	NA	17.609822555168403	12.844255698111121	17.141569572774134	NA	19.354089232997055	NA	NA	16.186660956441607	16.950448514160623	16.40529951865561	16.478844373661786	NA	NA	13.156525257147182	18.202236982362457	NA	17.904525270680065	1.0	1.0	NA	NA	2.0	4.0	NA	2.0	1.0	1.0	NA	1.0	NA	NA	1.0	2.0	1.0	1.0	NA	NA	1.0	2.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	molecular_function	18.734930768069418	18.41985944800408	NA	NA	NA	NA	NA	NA	17.49099346943549	NA	18.98637100892789	15.22416528835681	15.989133849418375	NA	NA	NA	NA	NA	20.278313324363605	16.316499466496833	18.475706643834133	19.830276693956446	15.524982574249245	NA	19.19951802281434	NA	NA	NA	NA	NA	NA	NA	1.0	NA	7.0	3.0	1.0	NA	NA	NA	NA	NA	4.0	3.0	1.0	1.0	1.0	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008836	diaminopimelate decarboxylase activity	molecular_function	20.699305365950067	21.520965045481923	20.0968519652777	20.495080438112105	20.43979124787721	20.53770785754641	20.74507264301569	20.5404382464039	16.850295865886526	18.31555906147984	22.246637111336145	22.2650927222864	21.063826012126494	21.959959299047817	21.866730848671313	21.990237256295657	18.348827417859106	21.069144304452138	17.96007262237947	20.61949109058409	20.330079955760404	20.67788788104669	21.013242639670874	23.055162558478663	19.925594848334562	21.84592745256299	8.0	7.0	10.0	9.0	6.0	9.0	3.0	2.0	16.0	18.0	12.0	8.0	13.0	14.0	4.0	12.0	7.0	9.0	8.0	9.0	12.0	13.0	10.0	11.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008837	diaminopimelate epimerase activity	molecular_function	19.542805354273682	18.938854448452698	NA	NA	17.72184239680307	17.704810171323263	18.93978652359751	19.5342482751672	20.368686310114438	NA	20.739925111256152	18.660897501815555	19.838087556485434	17.631811879483124	18.63695522466449	NA	20.060274283234698	18.743092355916275	18.398083743352885	19.163928688539578	18.94790260936341	15.910739919186872	19.19341972068373	NA	19.393352279066846	20.355990117419093	NA	NA	2.0	2.0	3.0	3.0	3.0	NA	4.0	3.0	3.0	2.0	1.0	NA	3.0	2.0	2.0	2.0	3.0	2.0	3.0	NA	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008838	diaminopropionate ammonia-lyase activity	molecular_function	24.35767945607286	22.843105207600082	24.55244766085112	14.973964292528564	NA	NA	23.386757448627904	21.28107899437514	24.33995098106532	23.76927402518918	24.611108357148346	25.057766076474163	24.457157689059372	21.837030030591336	23.343662753397915	20.58708067554395	23.793472075598785	20.956708044560433	25.15922083020173	23.15124285797777	24.881977214833682	22.641681605193597	24.663252342264606	19.902633610254327	23.37338456209816	22.68998852422429	15.0	3.0	NA	NA	21.0	13.0	22.0	21.0	22.0	21.0	18.0	16.0	16.0	15.0	17.0	11.0	18.0	18.0	17.0	16.0	22.0	11.0	14.0	12.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase	molecular_function	24.805910960113735	24.18753360523529	18.836611716771113	20.117165715932398	22.400627358826167	21.521255866298567	25.52495005501829	23.806428582782665	24.94976844917278	24.451768223991014	25.400126673650757	23.718183067876872	25.14604452137069	24.37878073191379	26.615139796085533	24.695801924469023	23.615784790944748	25.57551982237192	22.454735168534256	24.34048370959389	23.02914199384207	23.240466256885068	23.55772248360202	24.35707082914504	25.30894240746779	24.395873100281356	4.0	5.0	15.0	11.0	26.0	21.0	31.0	21.0	33.0	17.0	34.0	22.0	44.0	33.0	18.0	20.0	16.0	16.0	20.0	20.0	20.0	21.0	32.0	23.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
