go_id	name	namespace	tax_id	taxon_name	rank	NS_mean	WS_mean	X730NS	X730WS	X733NS	X733WS	X734NS	X734WS	X737NS	X737WS	X760NS	X760WS	X769NS	X769WS	X781NS	X781WS	X795NS	X795WS	X852NS	X852WS	X861NS	X861WS	X866NS	X866WS	X867NS	X867WS	X730NS_n_peptide	X730WS_n_peptide	X733NS_n_peptide	X733WS_n_peptide	X734NS_n_peptide	X734WS_n_peptide	X737NS_n_peptide	X737WS_n_peptide	X760NS_n_peptide	X760WS_n_peptide	X769NS_n_peptide	X769WS_n_peptide	X781NS_n_peptide	X781WS_n_peptide	X795NS_n_peptide	X795WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X861NS_n_peptide	X861WS_n_peptide	X866NS_n_peptide	X866WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide
GO:0000166	nucleotide binding	molecular_function	1300	Streptococcaceae	family	25.818818788674626	28.36138352090333	26.78429874470526	27.659546231950632	27.49616166677465	28.944313630037666	24.2260434792934	27.870386366854767	24.708370494497448	27.477596384365324	24.63801048496789	27.30899651610516	25.65799168073535	27.835929224907908	26.259225060840386	29.356677450398927	24.60540177658637	29.18407790475916	24.637716678606647	27.656216535043797	26.114014372497486	28.458789005895962	24.985895787460752	28.63718645087088	25.30613054202331	28.04100016744584	223.0	240.0	317.0	407.0	109.0	239.0	129.0	215.0	123.0	205.0	147.0	168.0	302.0	441.0	109.0	400.0	157.0	201.0	228.0	296.0	133.0	275.0	150.0	250.0
GO:0000166	nucleotide binding	molecular_function	31977	Veillonellaceae	family	27.17857270906561	27.556823139990048	26.773419497061692	18.603007405459454	0.0	16.622691814427323	26.805385838879403	28.134134138637382	26.812918320650788	28.635299303260776	26.48435372079718	28.011347074103774	27.82925966527172	26.72528301040452	27.42664784109831	27.409609803179464	27.51966392106731	28.20766540344205	27.267728524324536	26.990262596288833	28.018471541817693	27.242172620110182	27.463409098500343	26.288970532263033	27.15297359830604	28.62288983518184	82.0	10.0	0.0	1.0	163.0	233.0	254.0	327.0	190.0	197.0	187.0	174.0	172.0	171.0	182.0	240.0	161.0	162.0	171.0	170.0	151.0	139.0	247.0	288.0
GO:0000166	nucleotide binding	molecular_function	33958	Lactobacillaceae	family	22.448472536949453	24.31306308450427	25.12853760414853	25.025049442211934	18.9191944845239	18.389943367907318	18.235536130018048	21.895633334400934	14.840224281389727	0.0	16.630971150960992	26.26956012816161	18.316501545201863	21.61965304792982	20.58884468146663	21.171185368228304	20.57574603114735	21.440437323975093	19.22271424945659	26.791006864987978	18.111623593792263	18.649564686529104	17.68366300037761	22.447722847446478	24.659159375694127	17.24319395192454	3.0	3.0	2.0	2.0	3.0	5.0	1.0	0.0	3.0	3.0	5.0	6.0	6.0	4.0	7.0	11.0	2.0	4.0	4.0	3.0	1.0	5.0	2.0	1.0
GO:0000166	nucleotide binding	molecular_function	186828	Carnobacteriaceae	family	24.29766405012352	23.556151578616664	25.17866058524277	22.04780562946148	26.250705113462764	22.297230140063228	21.47441868064739	19.770206753421427	22.023277934631405	24.48902324542898	22.02707475814873	22.141835271210386	20.117162589721293	19.541939218790656	24.369824751281037	23.722919134974124	18.84455421018466	0.0	24.569408268258538	23.82773866916698	24.908314839363488	21.587967069243625	24.61392828869335	25.53956280858239	23.614118473429734	24.74041067875847	63.0	41.0	57.0	35.0	10.0	11.0	15.0	25.0	19.0	19.0	5.0	5.0	35.0	34.0	2.0	0.0	48.0	47.0	50.0	43.0	59.0	63.0	40.0	40.0
GO:0000166	nucleotide binding	molecular_function	203492	Fusobacteriaceae	family	29.385753447090124	24.633099422027005	19.88002389972148	14.718311973046895	0.0	19.039252454563197	29.415435228407816	22.31295148411219	30.352305673252534	23.80942159926675	30.077086693036232	23.561274909075014	29.813808572743586	22.953365007977293	30.36514191691875	24.35329270283206	29.39904420376472	20.371869165711207	28.091794987792195	27.80206723169359	25.02861364774065	18.627216572908353	29.356974109408235	22.24908663062088	30.104472402033334	23.11082649695011	4.0	1.0	0.0	1.0	243.0	83.0	383.0	110.0	337.0	143.0	283.0	89.0	363.0	188.0	224.0	62.0	228.0	227.0	36.0	14.0	271.0	86.0	320.0	124.0
GO:0003674	molecular_function	molecular_function	481	Neisseriaceae	family	24.765911965026174	23.381386201154662	20.914261403227147	0.0	0.0	0.0	19.612774351434137	17.430564454677665	25.733745724966603	22.950284458266157	25.624891036967266	21.336545651467844	23.52117373343909	17.837295375274522	26.00603597986969	18.05123318151732	21.605567912581147	22.021846732508525	27.00210621496677	26.6992496358182	23.03770818172957	19.528380563528568	22.410718316803173	17.230760855616406	19.615392765742616	22.406122859559687	12.0	0.0	0.0	0.0	5.0	5.0	108.0	55.0	106.0	29.0	45.0	6.0	5.0	6.0	8.0	3.0	202.0	80.0	29.0	12.0	26.0	5.0	2.0	2.0
GO:0003674	molecular_function	molecular_function	712	Pasteurellaceae	family	29.31040538603792	26.00001743702112	27.466044531095427	20.216696273880803	0.0	0.0	29.669563930618462	22.73686797512044	28.205504568575467	25.86496303785861	29.63468251119949	28.39853634482469	29.884871798291332	24.251698991714612	28.61973090551345	25.33049034892737	29.169250870218534	21.567930391983882	20.04276815944696	20.785171894456035	30.515709424487966	23.61924575686089	30.19734162827245	23.68674318257013	29.942359485029407	28.104894641323533	124.0	12.0	0.0	0.0	376.0	91.0	260.0	200.0	543.0	501.0	552.0	113.0	250.0	88.0	287.0	61.0	9.0	8.0	701.0	257.0	559.0	174.0	554.0	481.0
GO:0003674	molecular_function	molecular_function	1300	Streptococcaceae	family	28.37066456050823	30.222307390533047	29.540524638822784	30.002470507156982	30.12492577498425	30.846667651850375	26.999013435905574	29.84917543573216	27.02331639019173	29.317624708316345	27.430276906630386	30.187285271792124	28.127458936361894	29.884334917299572	28.527268698437314	30.873605573735272	27.03456900827456	30.343801056204626	27.495351311266464	30.327466826663088	28.757144375257134	30.432382281557228	25.504426757922918	29.97329816858677	27.918438024810328	29.889717280549153	1295.0	1271.0	1960.0	2246.0	691.0	1341.0	673.0	1084.0	813.0	1153.0	887.0	1030.0	1565.0	2151.0	587.0	1742.0	997.0	1196.0	1433.0	1745.0	593.0	1248.0	888.0	1294.0
GO:0003674	molecular_function	molecular_function	2049	Actinomycetaceae	family	21.138862061030174	21.194332000946577	19.910737894963685	18.116950382367992	19.663977228236288	19.922878723798576	19.93965919103538	20.00588693177268	22.23125872558065	21.498091861793146	21.383995388787653	23.18033972527475	20.554261413835796	21.721966447835342	21.54324759068055	20.014920194346107	23.096565320368285	21.407702963942455	20.268824148918007	20.430376123719405	21.11169284368599	21.550836494059716	16.79623614842615	20.93040019844381	14.139110589539742	17.69218146807596	1.0	2.0	1.0	5.0	7.0	9.0	16.0	7.0	27.0	28.0	13.0	6.0	6.0	7.0	17.0	15.0	3.0	2.0	8.0	10.0	3.0	6.0	1.0	4.0
GO:0003674	molecular_function	molecular_function	9604	Hominidae	family	21.217550971089253	21.517856888911766	19.946115582283596	19.275804137824586	21.26767596684159	20.830776557043077	19.05818326401908	19.41100289268247	20.849223122729303	22.622419293081013	21.642971979668342	20.881208280348503	22.414442672308365	21.76410742351544	22.125963082502302	22.02799593636168	20.89629416746916	20.927501436264176	19.554138008178686	18.779850050360576	19.484823436262445	17.313606333203282	21.83633240632413	23.70594778685469	21.337829469486113	18.282191733883444	3.0	4.0	7.0	2.0	1.0	3.0	4.0	3.0	5.0	5.0	6.0	7.0	4.0	5.0	7.0	7.0	5.0	4.0	2.0	2.0	4.0	5.0	7.0	7.0
GO:0003674	molecular_function	molecular_function	9895	Bovidae	family	22.240607403098316	23.214216081242032	22.08446667751485	22.56887181443973	22.785473540290628	21.88330420184063	22.239073801161428	22.70230844194532	22.304804054320197	22.958653653640628	23.48224196435198	23.843777452759657	22.389343916031	23.386160885153927	19.2361026169455	23.55072575725287	22.588693260732487	23.67582749952003	22.40456125953385	23.19633211609538	18.244116564546555	21.629527931806734	19.934091657292534	24.290924354688354	22.666449761088618	22.65876640201316	5.0	6.0	5.0	4.0	4.0	7.0	4.0	4.0	8.0	8.0	4.0	5.0	6.0	8.0	5.0	11.0	3.0	6.0	3.0	3.0	6.0	7.0	4.0	4.0
GO:0003674	molecular_function	molecular_function	31977	Veillonellaceae	family	28.006432572304767	28.94623716273509	27.487147031939035	22.456110359680928	0.0	22.45885558683637	27.48863469280927	29.245250664386226	27.78865578237286	30.18221818559643	27.816089099352432	29.494377027273863	28.68913482968266	28.18149556186359	27.8840621247931	28.418606377347604	28.252536006093344	29.190759252667593	28.32729536506289	28.550226597718662	28.631670443863076	28.471789512407128	28.488756276138712	27.86750442409482	27.96130586682395	30.273762217825443	258.0	48.0	0.0	3.0	550.0	865.0	863.0	1134.0	702.0	747.0	677.0	637.0	579.0	596.0	684.0	892.0	525.0	548.0	694.0	678.0	591.0	525.0	869.0	1142.0
GO:0003674	molecular_function	molecular_function	32644	unidentified	species	21.770226917629728	19.513441264024788	24.969823464014762	22.21231164008968	20.777793792670646	20.551960895581647	19.44217972141542	15.575198492904516	20.44525398401419	17.47068186573057	21.4841233928066	19.36654919518148	0.0	16.018998769745416	0.0	17.72372457452026	19.808821384399586	17.460837015377535	19.981194536818357	17.65770009691153	20.20701759227487	19.9426808654747	14.689505051299694	0.0	0.0	0.0	68.0	11.0	5.0	6.0	3.0	2.0	8.0	4.0	11.0	8.0	0.0	1.0	0.0	2.0	1.0	3.0	3.0	4.0	7.0	4.0	1.0	0.0	0.0	0.0
GO:0003674	molecular_function	molecular_function	33958	Lactobacillaceae	family	25.56588543816328	23.056951638086886	22.358999369889396	21.64677226357049	21.9237187523574	22.84959942519556	24.7607413743486	22.72168069471149	21.882199315470807	21.795779455130983	23.784622614485173	20.234748870113613	21.703560971040837	22.01990267169566	28.105425203038802	22.855958631279126	27.76286660586088	20.323628985690476	23.995807609687773	18.879297260419108	20.41422989108069	23.08337424151381	20.232363247939094	21.356550579086846	19.2833997194498	25.761221247560968	7.0	8.0	10.0	16.0	10.0	18.0	6.0	8.0	9.0	9.0	12.0	12.0	19.0	21.0	5.0	11.0	10.0	8.0	8.0	9.0	6.0	12.0	4.0	6.0
GO:0003674	molecular_function	molecular_function	171552	Prevotellaceae	family	23.68787294662832	22.107416254950614	20.544307899436397	20.643365703895444	21.649012224654907	19.390949447990284	24.761700172821804	24.01910867120829	22.95451760020628	21.28485270658943	24.900606633753082	20.991735983670388	20.713867531685047	21.566074183522353	23.108135155467476	23.24322435959941	22.75273078176805	18.248748524000163	26.005511829540506	22.751052668503853	21.661669964027535	22.201062829716662	14.607196479082225	19.39671016816894	19.795772876768037	22.04913272088332	4.0	2.0	6.0	6.0	54.0	20.0	27.0	12.0	63.0	16.0	5.0	8.0	13.0	11.0	24.0	4.0	87.0	24.0	7.0	6.0	1.0	5.0	5.0	5.0
GO:0003674	molecular_function	molecular_function	186803	Lachnospiraceae	family	22.963453889219608	21.953451310807623	21.511401942507433	22.47730445886213	19.648643362178923	21.27062250610944	21.524283286705924	22.58817393174948	23.19024914348587	22.313956798816925	23.86629059884285	22.750195287727326	23.616973561880837	18.4067428741965	24.536813391677452	21.40683393506585	23.97324018414648	22.796404304653173	21.823427484405283	23.226971102919432	19.269874531071892	18.79702807335503	18.478499825270358	19.72718778387397	22.944535335588608	17.85280705139516	2.0	2.0	2.0	2.0	9.0	5.0	19.0	6.0	49.0	17.0	5.0	3.0	62.0	22.0	39.0	11.0	8.0	4.0	3.0	2.0	4.0	6.0	2.0	2.0
GO:0003674	molecular_function	molecular_function	186827	Aerococcaceae	family	22.134761634166285	19.682862315713066	24.54208185888702	20.490344446821442	21.65539934040164	15.39482184460947	0.0	21.502760531854733	19.162293732157124	19.152822248459138	21.74872665674341	18.603507346548987	0.0	0.0	20.064337430489726	20.12068705977445	16.64030864280593	15.955953282837882	0.0	0.0	0.0	0.0	24.37017742028539	20.055166170019824	19.026102330216595	21.15681298169786	69.0	9.0	13.0	6.0	0.0	2.0	3.0	3.0	14.0	10.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	77.0	21.0	1.0	1.0
GO:0003674	molecular_function	molecular_function	186828	Carnobacteriaceae	family	26.07278011743581	25.26674383844573	26.997564767502688	23.82454100562187	27.437175664729168	24.21511595485945	25.28556859849511	24.55743411762805	22.71707666204675	24.708930993532142	24.326882212813306	24.182698028380326	23.1463338256563	22.404662872247997	25.65795719979824	25.605839218818875	23.39033362186571	18.98491751336427	27.1429140173592	26.235291269649906	26.621935554034184	24.30852172260461	25.955187818914933	27.109782695502	26.11487675654839	26.202097140919708	238.0	157.0	335.0	211.0	77.0	58.0	43.0	50.0	78.0	71.0	50.0	38.0	161.0	154.0	19.0	5.0	204.0	185.0	206.0	174.0	252.0	268.0	182.0	188.0
GO:0003674	molecular_function	molecular_function	203492	Fusobacteriaceae	family	30.09035346796073	25.775978440205822	21.96786213518564	19.105603795317357	13.563123961157586	15.818303437302527	30.387295070393943	24.627404874006853	31.183030868509693	25.85178838852474	30.970998764757148	25.22182325239732	30.32897497158043	23.875953831279308	30.664638768377646	25.808343665986552	30.077002142764286	23.997347468825172	29.176243599402014	28.62309867777656	23.482064033963727	19.854071996581347	29.900692957432884	24.84938199167327	30.869945278496157	24.72545462289148	6.0	2.0	1.0	1.0	1085.0	341.0	1834.0	475.0	1574.0	525.0	1379.0	272.0	1448.0	602.0	947.0	222.0	903.0	882.0	40.0	13.0	1159.0	344.0	1509.0	501.0
GO:0003674	molecular_function	molecular_function	1129771	Leptotrichiaceae	family	23.433987398442763	19.98857078078135	0.0	0.0	0.0	17.256089984075302	22.78444090168105	12.249340671273284	19.92837259250117	19.28883457677505	22.521886283700574	19.019387296727558	19.691972078716365	0.0	26.519424393009487	22.270358962492868	20.900209290181078	19.575683791549558	17.288496665688232	22.023148225678163	15.505899459242473	0.0	23.189168709398427	19.92641812534804	23.62985585452143	15.654766167576785	0.0	0.0	0.0	1.0	6.0	1.0	3.0	4.0	6.0	5.0	4.0	0.0	170.0	53.0	4.0	3.0	3.0	3.0	2.0	0.0	29.0	7.0	4.0	2.0
GO:0003674	molecular_function	molecular_function	1570339	Peptoniphilaceae	family	20.247360663259546	20.62502332369945	19.771793159975875	13.778328997309492	21.291144891528734	21.495968790196518	17.46790530179084	20.37933725685796	18.746781456329533	11.37100492864542	20.25240974508409	18.23436773048359	18.393015690822264	0.0	21.29604986371348	20.984322971099214	20.266010017594358	18.41541412662086	19.65022981291244	22.61982373795753	21.951206829223707	22.405545643399982	18.039201104784226	0.0	18.084061171597952	18.34987659885637	3.0	1.0	3.0	4.0	3.0	3.0	3.0	1.0	6.0	2.0	1.0	0.0	6.0	5.0	8.0	5.0	5.0	6.0	3.0	3.0	2.0	0.0	1.0	1.0
GO:0003674	molecular_function	molecular_function	1643824	Atopobiaceae	family	20.996149433294665	21.44350225271296	19.183709114259578	0.0	23.893633119570637	22.399528408583336	18.904539985021998	10.4169803438877	15.454529491562885	18.368511307301645	18.799565298904763	16.714600427018198	18.446904473411294	0.0	19.03530572126688	22.55200036577141	22.05101647485113	18.370300665484205	20.04115111714994	21.45028590009336	19.365726897876225	22.17332697192131	14.387603047698985	21.313642756884533	19.79676419127381	23.461810727656374	1.0	0.0	4.0	4.0	1.0	1.0	1.0	3.0	2.0	2.0	1.0	0.0	4.0	6.0	1.0	1.0	4.0	3.0	5.0	4.0	1.0	2.0	3.0	4.0
GO:0003674	molecular_function	molecular_function	1843491	Selenomonadaceae	family	20.516702922693483	21.518771464088736	16.88111226999315	16.24775490699809	19.28658846217053	19.92133119243505	16.897517618837668	18.329661845478533	20.478082795555967	22.70957938098427	18.98504635948515	17.429096376963955	20.98834925596412	19.338329227264346	18.601148773034843	18.804913565918643	17.887246957412735	22.071542168771547	18.145368836741547	20.841275210042948	19.824793059552604	22.632734281706213	23.34758877122159	23.51804482305408	19.00885562006306	20.694833887974315	2.0	1.0	4.0	4.0	1.0	1.0	4.0	4.0	2.0	2.0	4.0	4.0	4.0	4.0	1.0	6.0	3.0	2.0	3.0	3.0	6.0	5.0	4.0	4.0
GO:0003676	nucleic acid binding	molecular_function	137	Spirochaetaceae	family	20.11349406831002	20.16700305548988	17.53000312437693	0.0	0.0	0.0	18.51284138838037	19.729697702408767	18.35056977966779	20.005131377333512	19.34871961792316	20.69828627194312	16.776078180938306	20.440944174303684	21.418272116322925	22.89134417252799	18.50973430933751	17.441024016086367	21.41924444735052	19.069136747149557	18.762397727071626	14.370587791234529	22.225810246762585	18.48258767818413	19.208043840692554	17.498069579388368	1.0	0.0	0.0	0.0	2.0	4.0	3.0	3.0	3.0	4.0	1.0	2.0	6.0	6.0	2.0	4.0	2.0	3.0	3.0	1.0	3.0	2.0	2.0	3.0
GO:0003676	nucleic acid binding	molecular_function	481	Neisseriaceae	family	25.52483010988691	20.683983760556885	23.645285539317	19.00292321598061	20.81057140699416	18.936105720124832	21.334257419688708	20.169466629757906	26.782129141046592	22.21541389324789	26.598407781210856	22.220359106495962	24.78433557967393	16.97166240125057	15.229985258334699	15.879638807207439	25.35754071435555	14.580374913018575	27.76512196808012	22.710221024635317	24.23578476816278	17.016474914344517	24.568634975428036	19.99496678501295	15.304959814212875	0.0	29.0	4.0	1.0	1.0	7.0	4.0	153.0	93.0	146.0	66.0	71.0	9.0	2.0	1.0	18.0	2.0	218.0	107.0	35.0	7.0	71.0	19.0	1.0	0.0
GO:0003676	nucleic acid binding	molecular_function	543	Enterobacteriaceae	family	23.04636511529312	20.143470584204877	20.95563316718625	15.699988577256544	20.587740970653464	21.239767097689317	23.01221360719907	13.393990292657625	22.096447452737365	19.607560464294032	22.9393447011137	20.862723090410977	22.78903984401777	16.190285319234867	21.582438122649684	16.799214740474874	22.312824355333916	0.0	25.163809531720506	21.311516000468647	22.972555845885953	20.65050078520763	23.14863149394009	17.089650176319726	23.042243997281183	21.95863684403549	1.0	1.0	3.0	3.0	1.0	1.0	4.0	3.0	4.0	4.0	1.0	1.0	2.0	1.0	2.0	0.0	14.0	12.0	4.0	2.0	2.0	1.0	1.0	3.0
GO:0003676	nucleic acid binding	molecular_function	712	Pasteurellaceae	family	28.36273581057543	25.687849074037175	26.507087224808217	24.905620520950713	18.997450310330308	18.16406209225088	28.36975167640747	24.40272418254311	27.826482717621282	25.87548896078039	29.29429443503697	27.767522852155967	28.70256413249377	23.315503796239877	27.293482575585926	23.323973781694306	27.74260033503354	23.966762274293423	19.11619379400453	20.05076373933677	29.80304511529688	23.57550447467926	29.04927637010573	23.056980993156525	28.85101192168181	27.86838384327147	102.0	16.0	2.0	1.0	280.0	76.0	228.0	176.0	431.0	394.0	431.0	100.0	223.0	92.0	214.0	37.0	6.0	7.0	508.0	186.0	424.0	136.0	424.0	368.0
GO:0003676	nucleic acid binding	molecular_function	1300	Streptococcaceae	family	28.658800441565546	30.33335652598609	29.849433084351357	29.91619818097353	30.378143434047928	30.882457135344357	26.979074903436146	29.671955662412845	27.68336439315853	29.5418277797819	27.65421489402282	30.249798165299488	28.26029551954437	29.52509206024129	28.490715643821183	31.23583522384537	26.884533937307648	30.68309096002408	27.862103240603787	30.052053352219414	29.506868036623217	30.603648480856382	25.54935771196745	30.36519471244677	28.08712275255721	30.129660728236995	901.0	904.0	1313.0	1527.0	374.0	807.0	428.0	670.0	593.0	842.0	612.0	715.0	1030.0	1441.0	373.0	1159.0	631.0	747.0	894.0	1068.0	426.0	866.0	539.0	794.0
GO:0003676	nucleic acid binding	molecular_function	2049	Actinomycetaceae	family	21.746078817219054	22.892732714538425	16.65576341403572	20.00999863855557	17.755177349699267	23.949010566119227	21.622580777038635	23.75065548568403	22.193636366717342	21.348546507421464	21.603446438080386	24.157164605285004	23.231350657233747	19.517909743822607	22.931842448670764	21.359486124594035	22.64361324433413	18.671081816924204	19.25264170584698	22.12842125069584	22.3475032626312	24.837315467587572	17.355434780055326	20.462799536966763	17.11336071267432	19.68375187573775	2.0	3.0	2.0	3.0	7.0	7.0	20.0	5.0	13.0	17.0	23.0	4.0	5.0	5.0	25.0	5.0	4.0	6.0	5.0	7.0	2.0	3.0	3.0	3.0
