id	name	namespace	ups1_mean	ups2_mean	ups1_amount_fmol	ups2_amount_fmol	ups1_amount_fmol_n_peptide	ups2_amount_fmol_n_peptide	ups1_amount_fmol_n_samp_children	ups2_amount_fmol_n_samp_children
GO:0000785	chromatin	cellular_component	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0000792	heterochromatin	cellular_component	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0000795	synaptonemal complex	cellular_component	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	NA	NA
GO:0000803	sex chromosome	cellular_component	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0000976	transcription regulatory region sequence-specific DNA binding	molecular_function	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	molecular_function	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0001012	RNA polymerase II regulatory region DNA binding	molecular_function	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0001067	regulatory region nucleic acid binding	molecular_function	13.287712379549449	NA	13.287712379549449	0.0	2	2	1.0	1.0
GO:0001101	response to acid chemical	biological_process	16.37517522079979	17.751181169164745	16.37517522079979	17.751181169164745	17	17	9.0	9.0
GO:0001221	transcription cofactor binding	molecular_function	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0001222	transcription corepressor binding	molecular_function	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0001501	skeletal system development	biological_process	13.872674880270605	12.43827205612483	13.872674880270605	12.43827205612483	3	3	1.0	1.0
GO:0001503	ossification	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0001505	regulation of neurotransmitter levels	biological_process	15.45763738099176	16.747943816416676	15.45763738099176	16.747943816416676	9	9	4.0	4.0
GO:0001512	dihydronicotinamide riboside quinone reductase activity	molecular_function	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	NA	NA
GO:0001523	retinoid metabolic process	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	1.0	1.0
GO:0001525	angiogenesis	biological_process	13.872674880270605	15.747157113536595	13.872674880270605	15.747157113536595	3	3	NA	NA
GO:0001530	lipopolysaccharide binding	molecular_function	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0001541	ovarian follicle development	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0001542	ovulation from ovarian follicle	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0001558	regulation of cell growth	biological_process	13.287712379549449	NA	13.287712379549449	0.0	2	2	2.0	2.0
GO:0001562	response to protozoan	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	1.0	1.0
GO:0001649	osteoblast differentiation	biological_process	13.287712379549449	12.302067672526519	13.287712379549449	12.302067672526519	2	2	NA	NA
GO:0001650	fibrillar center	cellular_component	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0001654	eye development	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	NA	NA
GO:0001657	ureteric bud development	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0001664	G protein-coupled receptor binding	molecular_function	13.872674880270605	15.609669328049094	13.872674880270605	15.609669328049094	3	3	1.0	1.0
GO:0001666	response to hypoxia	biological_process	13.872674880270605	15.872674880270605	13.872674880270605	15.872674880270605	3	3	NA	NA
GO:0001676	long-chain fatty acid metabolic process	biological_process	13.287712379549449	5.78135971352466	13.287712379549449	5.78135971352466	2	2	1.0	1.0
GO:0001701	in utero embryonic development	biological_process	13.287712379549449	15.611082448610718	13.287712379549449	15.611082448610718	2	2	NA	NA
GO:0001726	ruffle	cellular_component	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0001741	XY body	cellular_component	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0001763	morphogenesis of a branching structure	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0001774	microglial cell activation	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0001775	cell activation	biological_process	17.68002980232821	18.40600772770407	17.68002980232821	18.40600772770407	42	42	3.0	3.0
GO:0001816	cytokine production	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0001817	regulation of cytokine production	biological_process	18.627562382434075	19.195259252109885	18.627562382434075	19.195259252109885	81	81	16.0	16.0
GO:0001818	negative regulation of cytokine production	biological_process	15.287712379549449	4.459431618637297	15.287712379549449	4.459431618637297	8	8	7.0	7.0
GO:0001819	positive regulation of cytokine production	biological_process	16.609640474436812	17.61018498904408	16.609640474436812	17.61018498904408	20	20	11.0	11.0
GO:0001822	kidney development	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0001836	release of cytochrome c from mitochondria	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0001846	opsonin binding	molecular_function	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0001848	complement binding	molecular_function	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0001849	complement component C1q binding	molecular_function	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0001882	nucleoside binding	molecular_function	14.287712379549449	4.321928094887363	14.287712379549449	4.321928094887363	4	4	2.0	2.0
GO:0001883	purine nucleoside binding	molecular_function	13.287712379549449	3.321928094887362	13.287712379549449	3.321928094887362	2	2	1.0	1.0
GO:0001890	placenta development	biological_process	13.287712379549449	15.609654901315086	13.287712379549449	15.609654901315086	2	2	NA	NA
GO:0001891	phagocytic cup	cellular_component	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0001892	embryonic placenta development	biological_process	13.287712379549449	6.643856189774724	13.287712379549449	6.643856189774724	2	2	NA	NA
GO:0001894	tissue homeostasis	biological_process	15.287712379549449	15.774581180893598	15.287712379549449	15.774581180893598	8	8	2.0	2.0
GO:0001895	retina homeostasis	biological_process	15.095067301607054	15.761655109396022	15.095067301607054	15.761655109396022	7	7	NA	NA
GO:0001897	cytolysis by symbiont of host cells	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0001906	cell killing	biological_process	15.609640474436812	18.220817576879114	15.609640474436812	18.220817576879114	10	10	2.0	2.0
GO:0001907	killing by symbiont of host cells	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0001909	leukocyte mediated cytotoxicity	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0001910	regulation of leukocyte mediated cytotoxicity	biological_process	13.872674880270605	15.612522982969933	13.872674880270605	15.612522982969933	3	3	3.0	3.0
GO:0001912	positive regulation of leukocyte mediated cytotoxicity	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0001914	regulation of T cell mediated cytotoxicity	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0001916	positive regulation of T cell mediated cytotoxicity	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0001932	regulation of protein phosphorylation	biological_process	19.960137721520944	20.513777223974767	19.960137721520944	20.513777223974767	204	204	8.0	8.0
GO:0001933	negative regulation of protein phosphorylation	biological_process	14.287712379549449	4.321928094887363	14.287712379549449	4.321928094887363	4	4	2.0	2.0
GO:0001934	positive regulation of protein phosphorylation	biological_process	18.17035542891129	18.919173216201965	18.17035542891129	18.919173216201965	59	59	6.0	6.0
GO:0001936	regulation of endothelial cell proliferation	biological_process	13.872674880270605	15.611096861076598	13.872674880270605	15.611096861076598	3	3	2.0	2.0
GO:0001937	negative regulation of endothelial cell proliferation	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0001938	positive regulation of endothelial cell proliferation	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0001959	regulation of cytokine-mediated signaling pathway	biological_process	14.609640474436812	12.29217781631975	14.609640474436812	12.29217781631975	5	5	3.0	3.0
GO:0001960	negative regulation of cytokine-mediated signaling pathway	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	1.0	1.0
GO:0001975	response to amphetamine	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0001977	renal system process involved in regulation of blood volume	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0002009	morphogenesis of an epithelium	biological_process	13.287712379549449	15.747143998186747	13.287712379549449	15.747143998186747	2	2	1.0	1.0
GO:0002020	protease binding	molecular_function	13.287712379549449	5.658211482751795	13.287712379549449	5.658211482751795	2	2	NA	NA
GO:0002021	response to dietary excess	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0002064	epithelial cell development	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0002090	regulation of receptor internalization	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0002092	positive regulation of receptor internalization	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0002102	podosome	cellular_component	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0002218	activation of innate immune response	biological_process	14.287712379549449	17.194651064191184	14.287712379549449	17.194651064191184	4	4	1.0	1.0
GO:0002220	innate immune response activating cell surface receptor signaling pathway	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	1.0	1.0
GO:0002221	pattern recognition receptor signaling pathway	biological_process	13.872674880270605	17.194602975157967	13.872674880270605	17.194602975157967	3	3	2.0	2.0
GO:0002223	stimulatory C-type lectin receptor signaling pathway	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0002224	toll-like receptor signaling pathway	biological_process	13.287712379549449	16.609640474436812	13.287712379549449	16.609640474436812	2	2	2.0	2.0
GO:0002227	innate immune response in mucosa	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0002228	natural killer cell mediated immunity	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0002237	response to molecule of bacterial origin	biological_process	14.872674880270605	6.794415866350106	14.872674880270605	6.794415866350106	6	6	2.0	2.0
GO:0002250	adaptive immune response	biological_process	13.287712379549449	3.321928094887362	13.287712379549449	3.321928094887362	2	2	1.0	1.0
GO:0002251	organ or tissue specific immune response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002252	immune effector process	biological_process	16.68002980232821	17.786770547367944	16.68002980232821	17.786770547367944	21	21	6.0	6.0
GO:0002253	activation of immune response	biological_process	15.872674880270605	18.609712607385546	15.872674880270605	18.609712607385546	12	12	3.0	3.0
GO:0002262	myeloid cell homeostasis	biological_process	13.287712379549449	12.287856641840545	13.287712379549449	12.287856641840545	2	2	1.0	1.0
GO:0002263	cell activation involved in immune response	biological_process	15.287712379549449	15.886089496110587	15.287712379549449	15.886089496110587	8	8	1.0	1.0
GO:0002269	leukocyte activation involved in inflammatory response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002274	myeloid leukocyte activation	biological_process	16.457637380991763	16.88610140724974	16.457637380991763	16.88610140724974	18	18	3.0	3.0
GO:0002275	myeloid cell activation involved in immune response	biological_process	15.287712379549449	15.886089496110587	15.287712379549449	15.886089496110587	8	8	1.0	1.0
GO:0002283	neutrophil activation involved in immune response	biological_process	15.287712379549449	15.886089496110587	15.287712379549449	15.886089496110587	8	8	1.0	1.0
GO:0002366	leukocyte activation involved in immune response	biological_process	15.287712379549449	15.886089496110587	15.287712379549449	15.886089496110587	8	8	1.0	1.0
GO:0002376	immune system process	biological_process	19.029179365950597	20.04186565701818	19.029179365950597	20.04186565701818	107	107	7.0	7.0
GO:0002385	mucosal immune response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002428	antigen processing and presentation of peptide antigen via MHC class Ib	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0002429	immune response-activating cell surface receptor signaling pathway	biological_process	13.287712379549449	3.321928094887362	13.287712379549449	3.321928094887362	2	2	2.0	2.0
GO:0002437	inflammatory response to antigenic stimulus	biological_process	13.287712379549449	5.658211482751795	13.287712379549449	5.658211482751795	2	2	2.0	2.0
GO:0002438	acute inflammatory response to antigenic stimulus	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0002439	chronic inflammatory response to antigenic stimulus	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0002443	leukocyte mediated immunity	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0002449	lymphocyte mediated immunity	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	1.0	1.0
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	biological_process	13.872674880270605	7.22881869049588	13.872674880270605	7.22881869049588	3	3	2.0	2.0
GO:0002475	antigen processing and presentation via MHC class Ib	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0002478	antigen processing and presentation of exogenous peptide antigen	biological_process	13.872674880270605	7.22881869049588	13.872674880270605	7.22881869049588	3	3	2.0	2.0
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0002481	antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0002483	antigen processing and presentation of endogenous peptide antigen	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0002521	leukocyte differentiation	biological_process	14.287712379549449	15.611240977817063	14.287712379549449	15.611240977817063	4	4	2.0	2.0
GO:0002526	acute inflammatory response	biological_process	13.287712379549449	5.658211482751795	13.287712379549449	5.658211482751795	2	2	2.0	2.0
GO:0002544	chronic inflammatory response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002548	monocyte chemotaxis	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0002573	myeloid leukocyte differentiation	biological_process	13.287712379549449	2.4594316186372973	13.287712379549449	2.4594316186372973	2	2	1.0	1.0
GO:0002576	platelet degranulation	biological_process	15.095067301607054	15.749921789071504	15.095067301607054	15.749921789071504	7	7	NA	NA
GO:0002637	regulation of immunoglobulin production	biological_process	13.872674880270605	9.966505451905741	13.872674880270605	9.966505451905741	3	3	2.0	2.0
GO:0002639	positive regulation of immunoglobulin production	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	1.0	1.0
GO:0002673	regulation of acute inflammatory response	biological_process	13.872674880270605	2.584962500721156	13.872674880270605	2.584962500721156	3	3	3.0	3.0
GO:0002674	negative regulation of acute inflammatory response	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0002675	positive regulation of acute inflammatory response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002676	regulation of chronic inflammatory response	biological_process	13.287712379549449	NA	13.287712379549449	0.0	2	2	2.0	2.0
GO:0002678	positive regulation of chronic inflammatory response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002682	regulation of immune system process	biological_process	20.47258772245773	21.568646429396356	20.47258772245773	21.568646429396356	291	291	7.0	7.0
GO:0002683	negative regulation of immune system process	biological_process	14.872674880270605	16.609669328049094	14.872674880270605	16.609669328049094	6	6	4.0	4.0
GO:0002684	positive regulation of immune system process	biological_process	17.960137721520944	19.51843417172834	17.960137721520944	19.51843417172834	51	51	5.0	5.0
GO:0002685	regulation of leukocyte migration	biological_process	16.194602975157967	18.19462461542128	16.194602975157967	18.19462461542128	15	15	6.0	6.0
GO:0002686	negative regulation of leukocyte migration	biological_process	13.287712379549449	16.609640474436812	13.287712379549449	16.609640474436812	2	2	2.0	2.0
GO:0002687	positive regulation of leukocyte migration	biological_process	13.872674880270605	0.5849625007211562	13.872674880270605	0.5849625007211562	3	3	3.0	3.0
GO:0002688	regulation of leukocyte chemotaxis	biological_process	14.609640474436812	16.609662114700125	14.609640474436812	16.609662114700125	5	5	4.0	4.0
GO:0002689	negative regulation of leukocyte chemotaxis	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0002690	positive regulation of leukocyte chemotaxis	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002694	regulation of leukocyte activation	biological_process	18.396236836327617	18.933690654952233	18.396236836327617	18.933690654952233	69	69	2.0	2.0
GO:0002696	positive regulation of leukocyte activation	biological_process	15.609640474436812	16.611514759968163	15.609640474436812	16.611514759968163	10	10	1.0	1.0
GO:0002697	regulation of immune effector process	biological_process	17.3321064989079	16.648294378447623	17.3321064989079	16.648294378447623	33	33	6.0	6.0
GO:0002698	negative regulation of immune effector process	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002699	positive regulation of immune effector process	biological_process	14.872674880270605	9.356451970221755	14.872674880270605	9.356451970221755	6	6	3.0	3.0
GO:0002700	regulation of production of molecular mediator of immune response	biological_process	15.609640474436812	10.689997971419446	15.609640474436812	10.689997971419446	10	10	4.0	4.0
GO:0002701	negative regulation of production of molecular mediator of immune response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002702	positive regulation of production of molecular mediator of immune response	biological_process	13.287712379549449	9.103287808412022	13.287712379549449	9.103287808412022	2	2	2.0	2.0
GO:0002703	regulation of leukocyte mediated immunity	biological_process	16.095067301607052	15.621207673753855	16.095067301607052	15.621207673753855	14	14	2.0	2.0
GO:0002705	positive regulation of leukocyte mediated immunity	biological_process	13.872674880270605	6.651051691178928	13.872674880270605	6.651051691178928	3	3	1.0	1.0
GO:0002706	regulation of lymphocyte mediated immunity	biological_process	15.747143998186747	15.618328142059768	15.747143998186747	15.618328142059768	11	11	4.0	4.0
GO:0002708	positive regulation of lymphocyte mediated immunity	biological_process	13.872674880270605	6.651051691178928	13.872674880270605	6.651051691178928	3	3	2.0	2.0
GO:0002709	regulation of T cell mediated immunity	biological_process	14.287712379549449	7.643856189774724	14.287712379549449	7.643856189774724	4	4	3.0	3.0
GO:0002711	positive regulation of T cell mediated immunity	biological_process	13.287712379549449	6.643856189774724	13.287712379549449	6.643856189774724	2	2	2.0	2.0
GO:0002712	regulation of B cell mediated immunity	biological_process	13.872674880270605	0.5849625007211562	13.872674880270605	0.5849625007211562	3	3	2.0	2.0
GO:0002714	positive regulation of B cell mediated immunity	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002715	regulation of natural killer cell mediated immunity	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0002718	regulation of cytokine production involved in immune response	biological_process	14.287712379549449	6.658211482751795	14.287712379549449	6.658211482751795	4	4	4.0	4.0
GO:0002719	negative regulation of cytokine production involved in immune response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002720	positive regulation of cytokine production involved in immune response	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0002724	regulation of T cell cytokine production	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0002726	positive regulation of T cell cytokine production	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0002739	regulation of cytokine secretion involved in immune response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002740	negative regulation of cytokine secretion involved in immune response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0002756	MyD88-independent toll-like receptor signaling pathway	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0002757	immune response-activating signal transduction	biological_process	14.872674880270605	17.19474723744906	14.872674880270605	17.19474723744906	6	6	2.0	2.0
GO:0002758	innate immune response-activating signal transduction	biological_process	14.287712379549449	17.194651064191184	14.287712379549449	17.194651064191184	4	4	2.0	2.0
GO:0002761	regulation of myeloid leukocyte differentiation	biological_process	15.45763738099176	16.60982080004681	15.45763738099176	16.60982080004681	9	9	3.0	3.0
GO:0002762	negative regulation of myeloid leukocyte differentiation	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0002763	positive regulation of myeloid leukocyte differentiation	biological_process	13.872674880270605	15.609799162163645	13.872674880270605	15.609799162163645	3	3	1.0	1.0
GO:0002764	immune response-regulating signaling pathway	biological_process	15.287712379549449	17.194843404296243	15.287712379549449	17.194843404296243	8	8	2.0	2.0
GO:0002768	immune response-regulating cell surface receptor signaling pathway	biological_process	13.287712379549449	3.321928094887362	13.287712379549449	3.321928094887362	2	2	1.0	1.0
GO:0002790	peptide secretion	biological_process	14.609640474436812	17.610001103120325	14.609640474436812	17.610001103120325	5	5	2.0	2.0
GO:0002791	regulation of peptide secretion	biological_process	17.37517522079979	18.82536876474357	17.37517522079979	18.82536876474357	34	34	4.0	4.0
GO:0002792	negative regulation of peptide secretion	biological_process	13.287712379549449	15.609654901315086	13.287712379549449	15.609654901315086	2	2	2.0	2.0
GO:0002793	positive regulation of peptide secretion	biological_process	14.872674880270605	15.785976014233535	14.872674880270605	15.785976014233535	6	6	2.0	2.0
GO:0002819	regulation of adaptive immune response	biological_process	15.988152097690541	8.65284497300198	15.988152097690541	8.65284497300198	13	13	2.0	2.0
GO:0002821	positive regulation of adaptive immune response	biological_process	13.872674880270605	6.651051691178928	13.872674880270605	6.651051691178928	3	3	1.0	1.0
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	biological_process	15.609640474436812	8.238404739325079	15.609640474436812	8.238404739325079	10	10	3.0	3.0
